part_id_a,temperature_1_a,temperature_4_a,label_d,temp_std_1,temp_std_2,temp_std_3,temp_std_4
2124077390649042.0,439.1,518.6,0.0,0.2986078811194975,0.3109126351029702,0.2753785273643058,0.1825741858350346
2124077390649042.0,438.2,519.2,0.0,0.2217355782608422,0.3109126351029581,0.2753785273643058,0.1499999999999709
2124077390649042.0,437.5,519.6,0.0,0.182574185835045,0.2581988897471758,0.2581988897471758,0.1290994448735512
2124077390649042.0,437.0,520.0,0.0,0.0816496580927911,0.3559026084010447,0.1707825127659933,0.0957427107756555
2124077390649042.0,437.3,520.3,0.0,0.5315072906367276,1.3025615788386624,0.0999999999999659,0.0816496580927911
2124077390649042.0,439.0,520.5,0.0,0.8524474568362974,1.7461863207191533,0.5715476066493923,0.0816496580927911
2124077390649042.0,441.8,520.7,0.0,0.9429563439877032,1.7088007490635055,0.8544003745317433,0.0499999999999545
2124077390649042.0,444.7,520.8,0.0,0.9055385138137488,1.733012790874139,0.9831920802501636,0.0500000000000113
2124077390649042.0,447.4,521.0,0.0,0.9036961141150712,1.4885675440951065,1.0242883708540031,0.0500000000000113
2124077390649042.0,450.1,521.2,0.0,0.8544003745317544,1.486326567974429,1.0661457061146236,0.05773502691891
2124077390649042.0,452.7,521.4,0.0,0.8693867570496638,1.3647344063956175,1.0996211468804469,0.0957427107756555
2124077390649042.0,455.5,521.7,0.0,0.8920949127381874,1.1236102527122176,1.112055154507445,0.1825741858350553
2124077390649042.0,458.2,522.2,0.0,0.8793937305515297,1.0210288928331033,0.9556847457887744,0.2081665999466151
2124077390649042.0,460.8,522.8,0.0,0.8793937305515297,0.9178779875343008,1.0996211468804449,0.2217355782608379
2124077390649042.0,463.6,523.5,0.0,0.7365459931328101,0.804155872120994,0.97082439194735,0.2217355782608251
2124077390649042.0,466.1,524.2,0.0,0.8139410298049796,0.6733003292241453,0.8793937305515211,0.2581988897471318
2124077390649042.0,468.5,524.9,0.0,0.7889866919029779,0.516397779494315,0.8041558721210247,0.2986078811194927
2124077390649042.0,470.8,525.8,0.0,0.7767453465154099,0.4932882862316121,0.6849574196011597,0.2986078811195022
2124077390649042.0,473.0,526.7,0.0,0.7632168761236915,0.3915780041490311,0.5686240703077153,0.2499999999999658
2124077390649042.0,475.3,527.5,0.0,0.6601767440112823,0.3366501646120726,0.5123475382979578,0.2645751311064691
2124077390649042.0,477.3,528.5,0.0,0.6075908711185978,0.2581988897471685,0.35000000000002,0.2581988897471611
2124077390649042.0,479.2,529.4,0.0,0.516397779494315,0.2217355782608422,0.3651483716701315,0.2753785273643058
2124077390649042.0,480.8,530.3,0.0,0.5944184833375554,0.1414213562373148,0.2500000000000038,0.3109126351029702
2124077390649042.0,482.5,531.2,0.0,0.5686240703077371,0.0957427107756258,0.2217355782608464,0.2886751345947866
2124077390649042.0,484.1,532.1,0.0,0.4654746681256191,0.0,0.1825741858350968,0.298607881119461
2124077390649042.0,485.6,533.0,0.0,0.3872983346207344,0.0,0.1290994448736099,0.3109126351029702
2124077390649042.0,487.0,533.9,0.0,0.3872983346207344,0.0816496580927679,0.0999999999999659,0.3162277660168499
2124077390649042.0,488.2,534.8,0.0,0.4396968652757606,0.1290994448735805,0.0957427107756061,0.2581988897471758
2124077390649042.0,489.4,535.6,0.0,0.4654746681256415,0.0816496580927679,0.0577350269189757,0.2581988897471758
2124077390649042.0,490.8,536.4,0.0,0.3915780041490166,0.1632993161855591,0.0577350269189757,0.2500000000000038
2124077390649042.0,492.0,537.2,0.0,0.3500000000000065,0.1258305739211814,0.0957427107756061,0.2886751345947866
2124077390649042.0,493.0,538.0,0.0,0.2986078811194769,0.1707825127659877,0.0957427107756555,0.2500000000000075
2124077390649042.0,493.9,538.8,0.0,0.1290994448735879,0.1825741858350553,0.0577350269189757,0.2581988897471758
2124077390649042.0,494.2,539.5,0.0,0.0499999999999829,0.2081665999466105,0.0,0.2645751311064691
2124077390649042.0,494.0,540.4,0.0,0.2217355782608315,0.2986078811194769,0.0577350269189757,0.2217355782608379
2124077390649042.0,493.3,541.1,0.0,0.3366501646120726,0.2986078811194769,0.0500000000000113,0.2380476142847521
2124077390649042.0,492.2,541.8,0.0,0.4654746681256191,0.3872983346207344,0.0,0.238047614284776
2124077390649042.0,490.7,542.4,0.0,0.505799696849781,0.3500000000000065,0.0577350269189757,0.2500000000000038
2124077390649042.0,489.1,543.2,0.0,0.5560275772537514,0.3872983346207563,0.1290994448735659,0.2217355782608464
2124077390649042.0,487.2,543.9,0.0,0.6075908711185978,0.4434711565216737,0.0957427107756555,0.2217355782608379
2124077390649042.0,485.4,544.5,0.0,0.6075908711185978,0.4396968652757691,0.1414213562373416,0.1290994448735659
2124077390649042.0,483.6,544.9,0.0,0.5972157622389744,0.4031128874149463,0.2449489742783116,0.0577350269189757
2124077390649042.0,481.6,545.0,0.0,0.516397779494337,0.4272001872658794,0.2500000000000151,0.1707825127659822
2124077390649042.0,479.8,544.4,0.0,0.660176744011273,0.4272001872658716,0.2081665999466151,0.4031128874149345
2124077390649042.0,477.8,543.0,0.0,0.7135591542869277,0.4396968652757691,0.2753785273643058,0.5560275772537225
2124077390649042.0,475.7,541.0,0.0,0.7257180352359034,0.4031128874149463,0.3696845502136237,0.8041558721209634
2124077390649042.0,473.3,538.6,0.0,0.7632168761236915,0.4272001872658716,0.349999999999993,0.9055385138137424
2124077390649042.0,471.0,535.8,0.0,0.6396613687465202,0.3872983346207344,0.427200187265885,0.9429563439876884
2124077390649042.0,469.0,532.7,0.0,0.5972157622389538,0.387298334620727,0.403112887414958,0.905538513813755
2124077390649042.0,467.1,530.0,0.0,0.6683312551921101,0.5123475382979716,0.427200187265885,0.9178779875342932
2124077390649042.0,465.5,527.3,0.0,0.4932882862316332,0.3500000000000065,0.35000000000002,0.8544003745317544
2124077390649042.0,464.1,524.6,0.0,0.4396968652757691,0.3872983346207563,0.4573474244670772,0.7745966692415127
2124077390649042.0,462.7,522.1,0.0,0.3774917217635267,0.36514837167009,0.4396968652757778,0.7889866919030079
